Age,Pounds,Kilograms,FeetInches,Centimeters
34,148.1,67.3,5.1,179
61,127.4,57.9,5.2,157
61,152.5,69.3,5.9,174
24,186.6,84.8,5.9,175
28,152.2,69.2,5.4,162
59,142.3,64.7,6,183
54,207.5,94.3,5.1,179
57,182.4,82.9,5.1,179
32,105.8,48.1,5.8,172
49,229.5,104.3,5.8,173
28,115.7,52.6,5.7,171
66,187.2,85.1,5.8,172
23,139.3,63.3,5.11,181
18,185.2,84.2,5.9,174
52,199.5,90.7,5.8,172
48,179.3,81.5,5.11,180
35,230.1,104.6,5.6,168
31,143.7,65.3,5.7,171
42,150.7,68.5,5.1,177
66,153.6,69.8,5.11,180
42,216.3,98.3,5.7,171
51,165.2,75.1,5.1,154
38,138.4,62.9,5.3,161
69,221.5,100.7,5.9,174
18,167.9,76.3,5.9,174
41,199.3,90.6,5.11,180
31,179.1,81.4,5.6,168
57,219.1,99.6,5.2,158
22,150,68.2,5.8,173
42,256.7,116.7,5.6,168
22,147.2,66.9,5.9,176
53,148.5,67.5,6,184
24,147.8,67.2,5.2,157
34,155.1,70.5,6.3,190
30,136.6,62.1,5.9,175
21,158.8,72.2,5.1,178
28,145.4,66.1,6,182
30,196.5,89.3,5.1,155
43,228.6,103.9,6,184
51,146.1,66.4,5.6,168
54,148.7,67.6,5.8,173
26,218.5,99.3,5.9,176
52,202.2,91.9,5,153
65,194.5,88.4,5.8,173
58,184.4,83.8,5.1,156
53,199.5,90.7,5.8,173
57,179.7,81.7,5.8,172
43,225.7,102.6,5.7,171
50,170.7,77.6,5,153
43,124.1,56.4,5.4,162
64,147.6,67.1,6.1,186
59,218.2,99.2,5.11,181
51,237.6,108,5.11,181
59,172.5,78.4,5.3,161
64,159.7,72.6,5,153
68,229.9,104.5,6.1,185
35,229.9,104.5,6,183
54,213.4,97,5.8,173
68,142.8,64.9,5.2,158
35,214.1,97.3,5.7,169
31,203.1,92.3,6.2,188
53,118.6,53.9,5.7,170
41,206.4,93.8,6,182
25,149.2,67.8,5.7,171
69,217.1,98.7,6.1,185
66,123.9,56.3,5.6,168
30,122.3,55.6,5.5,164
57,205.5,93.4,5.7,169
66,202.4,92,5.7,169
33,192.3,87.4,5.7,171
61,128.3,58.3,5.5,164
57,113.3,51.5,5.1,154
29,229.7,104.4,5.8,173
30,127.6,58,5.2,158
30,152,69.1,6.2,187
55,150.5,68.4,5.1,155
68,130,59.1,5.1,156
39,175.1,79.6,5.6,168
26,120.8,54.9,5.9,175
34,204.2,92.8,5.1,178
31,196,89.1,5.5,166
64,188.1,85.5,5.8,172
56,150.3,68.3,5.1,177
57,147,66.8,6,182
45,169.6,77.1,5.2,158
40,180,81.8,5.1,156
22,165.2,75.1,5.8,172
59,144.5,65.7,5.4,162
64,183.7,83.5,5.1,155
40,112,50.9,5.1,154
19,207.5,94.3,5.11,181
32,113.5,51.6,5.9,175
64,206.4,93.8,6.1,186
69,155.8,70.8,5.5,164
21,181.7,82.6,5.7,171
55,149.6,68,5.11,181
61,233.4,106.1,5.8,172
48,170.9,77.7,6,182
38,124.1,56.4,5.8,172
64,137.3,62.4,5.6,168
63,207.7,94.4,5.1,178
42,164.1,74.6,5.7,170
44,145.2,66,5.1,178
55,183.9,83.6,5.7,171
41,180.8,82.2,5.8,172
37,222.9,101.3,5.4,162
52,177.5,80.7,5.6,167
66,181.1,82.3,5.2,157
22,167.2,76,5.2,157
33,170.5,77.5,5.7,171
32,225.1,102.3,5.7,170
30,156,70.9,5.5,165
60,215.8,98.1,5.5,166
47,227,103.2,5.9,174
21,182.6,83,5.1,155
31,160.4,72.9,6.2,189
18,98.3,44.7,5,153
36,175.6,79.8,5.3,161
42,162.8,74,5.3,160
49,161.7,73.5,6,182
54,139,63.2,5.5,165
30,168.7,76.7,5.5,166
50,121,55,5.5,164
30,169.8,77.2,5.1,178
68,226.4,102.9,5.11,181
30,196.9,89.5,5.9,174
31,216.9,98.6,5.7,171
25,178.9,81.3,6.2,189
24,220.2,100.1,5.7,170
27,169.2,76.9,5.7,171
45,216.5,98.4,5.6,167
24,185.9,84.5,5.1,155
25,202.6,92.1,5.4,163
64,217.4,98.8,5.6,168
25,241.1,109.6,5.7,171
26,223.1,101.4,5.7,169
39,175.6,79.8,6.1,185
56,220,100,5.8,172
50,204.6,93,5.5,165
68,178.2,81,5.11,180
27,201.1,91.4,5.6,168
45,138.2,62.8,5.5,166
35,194.9,88.6,5.1,156
60,118.8,54,5,153
44,230.8,104.9,5.8,172
46,246.2,111.9,5.9,176
67,232.5,105.7,5.7,169
39,222.6,101.2,6.1,185
67,214.9,97.7,5.6,168
30,211.9,96.3,5.8,172
32,208.1,94.6,5.8,173
33,195.1,88.7,6,184
37,151.6,68.9,5.9,174
30,169.6,77.1,5.4,162
58,140.6,63.9,5.8,172
45,228.1,103.7,5.5,164
53,245.3,111.5,5.6,168
53,132.7,60.3,5.5,166
33,190.1,86.4,5.8,173
60,232.1,105.5,5.9,174
46,167,75.9,5.9,176
20,155.8,70.8,5.1,155
59,211.4,96.1,5.8,173
27,216,98.2,5.3,161
65,226.4,102.9,5,152
47,187.7,85.3,5.9,174
54,221.3,100.6,5.9,174
54,202.6,92.1,5.8,173
28,174.5,79.3,5.7,169
66,199.5,90.7,5.5,164
54,181.3,82.4,6,183
34,161.7,73.5,5.7,170
31,226.6,103,5.8,172
19,157.1,71.4,6.1,185
29,138.8,63.1,5.1,179
37,119.5,54.3,5.5,164
51,127.4,57.9,5.7,171
49,163.2,74.2,5.1,156
55,160.2,72.8,5.2,158
50,141,64.1,5.8,173
56,204.4,92.9,5.1,178
42,209.4,95.2,5.7,169
19,125,56.8,5.5,165
49,121.4,55.2,5.6,168
59,226.2,102.8,5.3,160
70,145.4,66.1,5.2,158
54,230.3,104.7,5.9,175
60,169.8,77.2,5.7,171
20,130,59.1,5.9,174
32,194,88.2,6.1,186
31,225.9,102.7,5.1,178
29,212.3,96.5,5.9,176
19,214.9,97.7,6,182
65,240.5,109.3,5.5,166
44,138.8,63.1,5.3,159
67,145.2,66,5.4,163
60,192.7,87.6,5.3,161
20,216,98.2,5.5,164
38,186.1,84.6,5.4,162
59,238,108.2,5.9,174
31,186.1,84.6,5.7,169
20,114.8,52.2,5.2,157
65,211.4,96.1,5.7,169
39,173.1,78.7,5.7,171
23,163.5,74.3,5.1,154
50,191.4,87,5.7,170
33,146.1,66.4,5.4,163
26,139.3,63.3,5.8,173
66,204.2,92.8,5.1,177
51,207.7,94.4,5.9,176
25,101.6,46.2,5.3,161
53,221.1,100.5,6.1,185
35,124.5,56.6,5.3,160
33,172.9,78.6,5.9,175
30,153.8,69.9,6,182
62,158.6,72.1,6.1,185
60,185,84.1,5.2,157
58,148.7,67.6,5.7,170
20,194,88.2,5.5,164
39,111.3,50.6,5.9,175
52,154.2,70.1,6,184
51,204.4,92.9,5.3,160
49,167.4,76.1,5.1,154
23,131.8,59.9,5.4,162
20,164.6,74.8,5.5,165
36,227.3,103.3,5.8,172
22,130,59.1,5.6,167
55,254.8,115.8,5.1,178
65,193.8,88.1,5.1,154
53,144.1,65.5,6.1,185
68,211,95.9,6,183
43,231.4,105.2,5.7,170
44,255.9,116.3,5.8,173
33,216.3,98.3,5.5,165
34,108.2,49.2,5.3,161
41,165.4,75.2,5.2,157
61,113.7,51.7,5.5,164
61,202.8,92.2,6,183
50,178.6,81.2,5.7,171
42,128.9,58.6,5.7,170
24,200.4,91.1,5.7,171
34,153.1,69.6,5.3,159
39,254.1,115.5,5.9,175
64,197.3,89.7,6,182
67,206.6,93.9,5.8,172
31,132.2,60.1,5.7,170
22,230.3,104.7,6,183
23,151.6,68.9,5.9,174
67,149.2,67.8,5.4,163
38,192.5,87.5,6.1,186
36,171.6,78,5.9,176
68,192.3,87.4,5.7,171
47,139.7,63.5,5.9,174
53,160.6,73,5.8,173
36,114.6,52.1,5.9,174
69,140.8,64,5.11,181
37,122.5,55.7,5.1,155
37,158.8,72.2,5.9,174
57,142.1,64.6,5.7,170
66,194.9,88.6,5.6,168
33,199.5,90.7,5.2,157
49,206.6,93.9,5.7,169
66,185.7,84.4,5.6,168
21,123.2,56,5.1,177
33,238.5,108.4,5.7,171
56,219.3,99.7,5.5,166
29,151.6,68.9,5.7,169
47,170.9,77.7,6.1,185
60,237.4,107.9,6,182
60,216,98.2,5.1,177
23,154.7,70.3,5.4,162
49,154.7,70.3,5.8,173
63,173.4,78.8,6.1,185
55,148.3,67.4,5.7,171
60,198.9,90.4,5.6,168
61,225.3,102.4,5.5,164
61,147.2,66.9,5.9,174
28,225.1,102.3,5.1,178
50,238.3,108.3,5.7,171
52,185,84.1,5.4,162
42,187,85,5.1,179
63,131.6,59.8,5.4,162
51,219.8,99.9,5.9,175
42,172,78.2,6,184
41,233,105.9,5.2,157
53,187,85,5.7,169
64,204.2,92.8,6.1,185
32,126.9,57.7,5.7,169
45,214.1,97.3,5.3,159
53,180.4,82,5.7,169
42,199.3,90.6,5.11,181
54,155.5,70.7,5.8,173
59,204.8,93.1,5.7,169
36,185.9,84.5,5.6,167
39,193.2,87.8,5.11,180
63,201.7,91.7,5.6,167
26,141.7,64.4,6.1,186
24,208.6,94.8,5.8,172
64,185.9,84.5,5.5,165
57,229.9,104.5,5.1,156
36,134.6,61.2,5.5,166
46,254.1,115.5,6,183
18,142.8,64.9,5.3,160
36,173.8,79,5.1,156
69,115.7,52.6,5.1,155
48,119.2,54.2,5.5,164
20,180.6,82.1,5.3,160
47,200.4,91.1,5.9,174
54,142.8,64.9,6.2,187
18,126.7,57.6,5.3,160
70,188.8,85.8,4.11,151
47,183.7,83.5,5.6,167
65,181.9,82.7,5.5,164
50,199.5,90.7,5.9,175
69,123.6,56.2,5.6,168
43,161,73.2,5.2,158
52,195.6,88.9,5.7,169
45,174.7,79.4,5.1,178
46,150.5,68.4,6,182
18,165.2,75.1,6.1,185
29,216.5,98.4,5.3,161
68,123.4,56.1,5.4,162
18,209.9,95.4,5.1,179
31,242,110,5.6,168
50,146.3,66.5,5.1,155
43,189.4,86.1,5.1,154
18,133.8,60.8,6.2,188
58,224.2,101.9,5,153
54,171.8,78.1,5.3,161
36,130.7,59.4,5.1,154
62,203.5,92.5,5.7,169
24,161,73.2,5.7,170
47,157.1,71.4,5.8,173
22,200.9,91.3,5.1,156
69,198.4,90.2,5.8,173
28,199.8,90.8,6.2,187
49,234.5,106.6,5.7,169
28,139,63.2,5.7,170
62,178.2,81,5.5,166
59,220.9,100.4,6.2,187
50,213.2,96.9,5.6,167
53,124.5,56.6,5.9,174
54,228.8,104,5.5,164
38,147.2,66.9,6.2,188
34,140.6,63.9,5.1,177
63,147.8,67.2,5.9,175
59,198.9,90.4,6,183
36,119,54.1,5.7,169
31,186.6,84.8,5.5,166
34,157.7,71.7,5.4,163
38,121,55,5.3,161
39,251.7,114.4,6,182
49,229,104.1,6,182
35,147.4,67,6.1,186
39,142.6,64.8,5.2,157
27,236.1,107.3,5.9,174
18,121.9,55.4,5.4,163
56,186.3,84.7,5.5,164
36,167.9,76.3,5.8,173
50,194,88.2,5.7,171
58,142.6,64.8,5.1,177
30,205.5,93.4,5.7,170
44,182.6,83,5.8,173
37,175.1,79.6,5.7,170
64,156.2,71,5.1,156
32,193.6,88,6.1,185
69,148.5,67.5,5.11,180
26,121.9,55.4,5.3,160
29,192.5,87.5,5.9,174
42,223.7,101.7,5.8,172
50,205.5,93.4,5.7,171
64,134,60.9,5.3,159
41,249.7,113.5,6.2,188
34,114,51.8,5.6,167
49,195.6,88.9,6.1,185
63,192.7,87.6,5.11,180
67,152.5,69.3,4.11,151
26,171.4,77.9,5.8,172
70,147.2,66.9,5.1,155
35,172.5,78.4,6,183
50,169.8,77.2,5.2,157
49,183.5,83.4,5.7,171
45,225.7,102.6,5.1,155
38,169.2,76.9,5.5,164
44,201.7,91.7,5.7,169
24,124.5,56.6,5.8,173
69,213,96.8,5.4,162
26,211.9,96.3,5.8,173
37,202.6,92.1,5.1,155
33,169.6,77.1,5.6,167
33,211.6,96.2,5.7,169
57,224.2,101.9,5,152
19,137.1,62.3,4.11,151
63,186.6,84.8,5,153
62,212.7,96.7,5.9,175
66,218.2,99.2,6,182
55,216.7,98.5,6,184
52,199.3,90.6,6.1,185
46,220.7,100.3,5.1,155
59,148.9,67.7,5.2,157
39,254.3,115.6,6,182
35,243.5,110.7,6.1,186
18,148.1,67.3,5.7,169
53,243.1,110.5,5.8,172
23,145.6,66.2,5.2,158
25,207,94.1,6,183
38,149.6,68,5.5,166
18,170.7,77.6,5.8,173
21,217.1,98.7,5.8,173
60,166.5,75.7,5.8,172
34,231.2,105.1,5.7,170
29,234.3,106.5,6.1,186
24,216.3,98.3,5.8,173
41,178.2,81,5.1,155
35,174.5,79.3,5.6,167
22,227.7,103.5,6.1,185
21,118.4,53.8,5.3,159
25,154.9,70.4,5.5,164
56,215.8,98.1,5.7,169
35,141.9,64.5,5.7,169
32,219.8,99.9,5.8,173
36,240.5,109.3,5.9,175
58,233,105.9,5.11,181
67,167,75.9,5.5,166
56,146.5,66.6,5.7,170
19,158.4,72,5.3,160
59,173.6,78.9,5.9,176
33,158.2,71.9,5.3,159
24,222.2,101,5.8,172
66,202.2,91.9,5.1,154
58,207.2,94.2,6.1,186
57,225.7,102.6,5.5,165
61,159.1,72.3,5.1,177
65,202,91.8,5.11,180
52,141.5,64.3,5.11,181
18,146.3,66.5,5.7,170
56,124.3,56.5,5.6,167
51,205,93.2,5.1,177
31,220.2,100.1,5.7,170
70,201.5,91.6,5.5,166
52,168.3,76.5,6,182
40,139.3,63.3,6.2,188
61,240.2,109.2,5.9,174
58,169.4,77,5.5,166
31,208.3,94.7,5.7,170
25,208.6,94.8,5.9,176
40,143.2,65.1,6.1,186
41,153.3,69.7,5.5,166
26,229.9,104.5,5.1,179
30,148.7,67.6,5.1,156
32,227,103.2,5.7,169
59,226.8,103.1,6.1,186
61,178.2,81,6.1,186
70,203.9,92.7,5.7,169
67,204.6,93,5.6,167
33,221.8,100.8,5.7,169
23,160.8,73.1,5.4,162
58,194.7,88.5,5.4,163
48,155.8,70.8,6.2,187
26,145,65.9,5.6,168
24,176.4,80.2,5.5,165
22,141.9,64.5,5.7,171
69,231,105,5.6,167
27,158.2,71.9,5.1,179
55,128.3,58.3,5.1,156
31,151.1,68.7,5.1,156
37,218,99.1,5.6,167
55,229.7,104.4,6.1,185
54,210.5,95.7,5.9,174
50,114.4,52,5.3,160
36,224.8,102.2,6,182
50,241.8,109.9,6.1,185
59,181.5,82.5,5.7,169
30,105.8,48.1,5.9,174
50,182.8,83.1,5.7,171
24,194.5,88.4,5.8,172
45,155.1,70.5,5.11,180
48,254.3,115.6,5.6,167
21,207.9,94.5,5.11,181
63,196.7,89.4,5.5,164
45,203.7,92.6,5.3,160
50,212.7,96.7,5.3,161
24,201.7,91.7,5.9,174
25,104.3,47.4,5.6,167
55,188.5,85.7,5.7,169
36,142.6,64.8,5.3,160
24,139.9,63.6,5.11,181
51,179.5,81.6,6.1,185
21,212.7,96.7,5.9,174
23,214.9,97.7,5.6,168
69,211.2,96,5.11,180
26,185.7,84.4,5.5,164
59,172.9,78.6,5.8,173
55,189.9,86.3,5.11,180
32,135.3,61.5,5.9,175
38,174.2,79.2,5.5,165
61,175.1,79.6,5.3,160
49,186.3,84.7,5.2,158
38,122.8,55.8,5.6,168
19,175.8,79.9,5.2,158
50,203.9,92.7,6,184
55,154,70,5.7,171
35,126.5,57.5,5.5,164
56,164.1,74.6,5.5,166
55,169.6,77.1,5.9,175
24,181.7,82.6,5.3,159
53,197.3,89.7,5.7,169
32,143.9,65.4,5.5,166
42,160.8,73.1,5.7,169
58,123.2,56,5.1,156
18,152,69.1,6.1,185
18,127.2,57.8,5.6,168
47,125.8,57.2,5.4,162
24,194.7,88.5,5.3,160
19,132.9,60.4,5.6,168
57,216,98.2,5.6,167
66,191,86.8,5.6,168
34,219.8,99.9,5.1,156
29,125.2,56.9,5.1,156
50,220.7,100.3,5.7,171
51,176.2,80.1,6.1,186
51,182.8,83.1,5.6,168
70,156.6,71.2,5.1,178
44,159.7,72.6,5.2,157
32,170.5,77.5,5.5,166
27,186.8,84.9,5.11,180
18,123.2,56,5.11,181
37,160.2,72.8,5.5,164
35,109.1,49.6,5.2,158
57,146.3,66.5,5.3,159
43,113.1,51.4,5.4,162
37,203.1,92.3,5.8,173
37,255.2,116,5.7,171
50,188.3,85.6,6.2,188
66,148.9,67.7,5.1,155
37,149.2,67.8,5.7,171
28,147.6,67.1,6.3,190
55,203.1,92.3,5.6,168
67,174.5,79.3,5.7,171
41,229.5,104.3,5.6,167
41,178.2,81,6.1,186
29,129.8,59,5.9,175
69,175.1,79.6,5.7,170
56,159.5,72.5,6,183
23,165.9,75.4,5.9,174
51,217.8,99,5.1,156
33,114.2,51.9,5.7,171
24,181.7,82.6,5.1,156
26,162.8,74,6,182
51,151.6,68.9,5.7,170
48,170.5,77.5,5.8,173
52,119.2,54.2,5.9,174
44,204.4,92.9,5.1,156
25,117,53.2,5.8,172
70,113.7,51.7,5.5,166
28,156.2,71,5.5,166
45,157.1,71.4,6.1,186
51,144.5,65.7,5.5,166
66,139.7,63.5,5.1,177
67,158.4,72,6,183
27,198,90,5.7,169
20,100.8,45.8,5.4,162
50,172,78.2,5.3,160
32,225.5,102.5,6,182
47,193.8,88.1,5.9,174
39,204.2,92.8,5.9,176
21,167.6,76.2,5.1,155
42,153.8,69.9,5.9,174
44,181.5,82.5,5.11,181
59,178.6,81.2,6.1,186
45,203.5,92.5,5.7,171
38,141.2,64.2,5.11,181
58,232.3,105.6,5.8,172
66,161.5,73.4,5.7,169
33,221.5,100.7,5.2,157
24,201.3,91.5,5.7,170
58,148.5,67.5,5.6,167
67,216,98.2,5.4,163
55,177.3,80.6,5.6,168
33,141.7,64.4,5.1,156
39,207.9,94.5,5.9,174
64,183.3,83.3,5,152
30,198.9,90.4,5.11,181
50,152.9,69.5,5.3,160
33,197.1,89.6,5.8,172
31,227.3,103.3,5.6,168
42,171.6,78,6,184
65,215.6,98,5.3,159
57,155.5,70.7,5.7,170
63,223.3,101.5,5.5,165
56,175.8,79.9,5.8,172
29,105.8,48.1,5.1,155
51,119.9,54.5,5.5,165
39,238.9,108.6,5.7,169
55,238.3,108.3,6.1,186
27,125.6,57.1,5.3,159
52,123.9,56.3,5.5,166
41,227.3,103.3,6.2,188
51,203.5,92.5,5.7,170
63,205.3,93.3,5,153
50,153.3,69.7,5.4,163
36,122.8,55.8,5.8,173
56,164.8,74.9,5.8,173
49,191.4,87,5.2,158
55,203.1,92.3,6,184
45,143.9,65.4,5.9,175
46,168.5,76.6,5.8,172
52,229,104.1,5.9,174
42,240.7,109.4,6,183
29,192.5,87.5,6.3,190
69,165.2,75.1,5.4,162
51,225.1,102.3,5.6,168
68,165.9,75.4,6.1,185
39,180.2,81.9,5.1,156
61,211.6,96.2,5.9,174
46,198.7,90.3,5.7,171
57,185,84.1,5.5,166
57,183,83.2,5.6,167
32,143.2,65.1,5.8,173
54,141.2,64.2,5.6,167
42,169.6,77.1,6,182
47,224.6,102.1,5.6,168
19,175.8,79.9,5.7,171
64,229.2,104.2,5.5,166
39,205.3,93.3,6.1,185
32,203.1,92.3,5.6,167
48,147.6,67.1,5.8,173
40,193.8,88.1,5.7,169
69,157.5,71.6,5.5,165
43,193.4,87.9,5.7,170
50,180.4,82,5.1,155
64,161.7,73.5,5.3,160
33,138.4,62.9,5.5,166
49,211.2,96,5.6,168
60,140.6,63.9,5.1,178
26,177.3,80.6,5.4,162
64,162.1,73.7,5.1,155
47,161.3,73.3,5.1,156
20,204.2,92.8,6,184
49,228.8,104,5.2,158
23,141,64.1,5.6,168
64,201.5,91.6,5.3,159
32,168.1,76.4,5.5,164
48,140.8,64,5.6,168
66,188.3,85.6,5.9,175
36,226.8,103.1,5.9,174
59,217.1,98.7,5.2,157
51,217.4,98.8,5.3,159
65,151.1,68.7,5.1,154
70,189.6,86.2,6,184
55,150,68.2,5.1,155
21,154.7,70.3,5.8,173
64,117.3,53.3,5.5,166
48,176.2,80.1,5.5,164
32,192.5,87.5,5.3,161
43,214.1,97.3,6,183
55,225.7,102.6,5.11,181
64,204.6,93,5.3,159
40,196.9,89.5,5.9,175
33,161.7,73.5,5.6,167
32,181.9,82.7,5.1,155
32,173.1,78.7,5.1,155
47,208.8,94.9,5.3,159
35,165.2,75.1,5.9,174
23,217.4,98.8,5.6,168
61,174.5,79.3,5.8,172
60,156.9,71.3,5.1,156
61,215.4,97.9,6,182
67,169.4,77,5.7,169
21,214.9,97.7,5.1,155
24,150.5,68.4,6.1,186
61,133.3,60.6,5.6,167
40,156.4,71.1,5.3,160
38,246.6,112.1,5.7,171
70,235,106.8,5.9,174
41,156.9,71.3,5.1,177
47,174.9,79.5,6.2,187
46,226.2,102.8,6.2,187
35,172.9,78.6,6.2,187
40,175.1,79.6,6.1,185
28,214.7,97.6,5.7,169
20,123.4,56.1,5.6,167
45,154.9,70.4,6,182
46,146.3,66.5,5.7,170
33,181.3,82.4,5.3,161
24,202.6,92.1,5.4,163
52,157.3,71.5,5.6,167
64,139.5,63.4,5.7,171
48,147,66.8,5.8,172
68,219.3,99.7,5.1,179
48,150.5,68.4,5.5,164
27,238.5,108.4,5.9,175
63,179.7,81.7,5.8,172
41,223.7,101.7,5.8,173
67,201.3,91.5,5.6,168
20,176,80,5.5,164
44,238.9,108.6,5.6,167
54,239.8,109,5.8,173
27,210.1,95.5,5.9,176
51,154.2,70.1,6,183
19,172.5,78.4,6.3,190
22,207.2,94.2,6.1,186
55,195.4,88.8,5.1,155
68,116.8,53.1,5.2,157
45,218.5,99.3,5.2,158
64,213.6,97.1,5,153
49,165.4,75.2,5.9,176
55,200.6,91.2,5.4,162
28,245.7,111.7,5.8,172
70,119.5,54.3,5.6,168
52,132.4,60.2,5.5,166
22,147.6,67.1,5.4,162
70,220.7,100.3,6,182
34,107.8,49,5.8,172
19,119,54.1,5.9,176
50,195.6,88.9,5.4,163
28,162.6,73.9,5.1,177
56,231.7,105.3,5.5,166
67,136.8,62.2,5.9,176
29,151.6,68.9,5.3,159
45,179.1,81.4,5.6,168
39,164.6,74.8,5.9,174
23,181.7,82.6,5.3,160
67,125.4,57,5.7,171
20,180,81.8,5.4,163
19,143.4,65.2,6.2,188
70,157.1,71.4,6.1,185
69,206.6,93.9,5.4,163
27,148.7,67.6,5.7,170
48,143.7,65.3,5.3,159
31,154.7,70.3,5.3,161
60,196.2,89.2,5.1,154
27,151.4,68.8,5.4,162
58,247.7,112.6,5.9,176
46,142.8,64.9,5.1,179
65,126.1,57.3,5.7,170
50,187.7,85.3,5.11,181
48,199.5,90.7,5.1,156
31,188.5,85.7,5.3,160
26,128.3,58.3,5.1,154
60,191.2,86.9,5.5,166
57,224.2,101.9,5.7,171
53,154.9,70.4,5.1,177
19,159.3,72.4,5.7,170
42,209,95,5.4,162
64,236.7,107.6,5.6,167
43,198.9,90.4,6.1,185
58,213.6,97.1,5.8,172
38,174.7,79.4,5.4,163
20,137.5,62.5,5.6,167
65,154.2,70.1,5.4,162
46,173.4,78.8,5.8,173
22,191.6,87.1,5.7,169
41,218.7,99.4,5.7,169
38,249.5,113.4,5.6,168
23,158.6,72.1,5.9,174
56,203.7,92.6,5.6,168
26,173.1,78.7,5.1,155
41,149.6,68,6.2,187
67,222,100.9,5.7,170
40,219.8,99.9,5.1,179
68,146.7,66.7,5.7,171
33,141.9,64.5,5.9,175
22,208.8,94.9,5.9,175
55,134.9,61.3,5.1,154
42,189.6,86.2,5.1,179
25,165.7,75.3,5.3,161
61,222.2,101,5.1,154
35,134.2,61,5.4,163
25,237.4,107.9,5.6,168
31,143.2,65.1,5.8,173
43,250.4,113.8,6.1,185
69,198.4,90.2,5,152
19,122.1,55.5,5.3,161
65,147,66.8,5.11,181
68,217.8,99,5.1,178
46,183.3,83.3,6.2,188
26,174.7,79.4,5.3,160
29,218.2,99.2,6.3,190
30,235.8,107.2,6,182
23,130.5,59.3,6.2,187
57,146.1,66.4,5.7,170
19,134.9,61.3,5.5,165
28,224.8,102.2,6.1,186
54,178.4,81.1,5.5,166
60,161.9,73.6,5.8,172
25,180.2,81.9,5.3,161
34,121.4,55.2,5.2,157
39,215.8,98.1,5.8,173
59,141.7,64.4,6.1,186
35,151.8,69,5.7,169
49,191.6,87.1,6,183
68,190.5,86.6,5.1,178
18,102.3,46.5,5.2,157
46,152.7,69.4,6,182
52,153.3,69.7,5.6,167
40,173.1,78.7,6.2,187
37,200.2,91,5.5,165
37,208.8,94.9,5.6,167
44,229.5,104.3,5.7,169
62,197.6,89.8,5.1,155
35,185.5,84.3,5.8,173
37,207.2,94.2,5.8,172
53,188.1,85.5,6.1,186
27,132.7,60.3,5.8,173
45,186.6,84.8,5.3,159
67,225.3,102.4,5.6,167
32,144.3,65.6,5.2,157
28,146.3,66.5,5.1,179
31,169.2,76.9,5.8,173
37,156.4,71.1,5.9,176
58,207.7,94.4,5,153
26,235.4,107,6.1,186
59,114.2,51.9,5.6,167
60,179.7,81.7,5.9,174
70,115.3,52.4,5.3,159
31,219.8,99.9,5.3,160
53,131.1,59.6,5.3,160
42,126.5,57.5,5.4,162
52,204.2,92.8,5.6,167
38,214.3,97.4,5.6,167
54,117,53.2,5.7,170
51,223.3,101.5,5.5,166
70,180.2,81.9,5.3,159
31,161.9,73.6,5.4,163
53,157.3,71.5,5.7,170
47,172.3,78.3,5.11,181
69,203.9,92.7,5.1,154
57,152.9,69.5,5.9,174
67,218,99.1,5.7,171
34,227.7,103.5,6.3,190
47,207.7,94.4,5.9,175
33,179.5,81.6,6.1,186
68,177.1,80.5,5.4,162
42,163.9,74.5,5.11,181
33,174.7,79.4,5.11,180
57,148.1,67.3,6.1,185
20,143.2,65.1,5.1,178
47,134,60.9,5.3,161
41,223.7,101.7,5.3,159
36,174.9,79.5,6.2,189
39,158.4,72,5.7,171
56,238,108.2,5.7,170
58,144.8,65.8,5.7,169
24,137.5,62.5,5.6,168
34,125.4,57,5.7,170
32,129.1,58.7,5.5,165
31,149.6,68,5.8,173
64,142.8,64.9,5,153
21,159.9,72.7,6,184
69,216.3,98.3,5.2,157
50,150.7,68.5,5.7,169
41,194.5,88.4,6.2,187
61,180.4,82,5.3,159
26,180.8,82.2,5.7,170
37,157.1,71.4,5.11,180
66,111.1,50.5,5.6,167
25,139.5,63.4,5.2,157
56,179.1,81.4,5.5,166
46,251,114.1,6,182
45,187.2,85.1,5.7,171
22,123.9,56.3,6.1,186
47,220.4,100.2,6,184
36,145.6,66.2,5.8,172
29,210.1,95.5,5.2,157
26,183.9,83.6,5.3,160
39,188.5,85.7,5.5,166
67,159.1,72.3,5.1,179
67,216.9,98.6,5.5,165
66,198.4,90.2,6,182
26,127.8,58.1,5.4,163
61,182.4,82.9,5.4,163
32,136.2,61.9,5.1,155
59,181.3,82.4,5.8,173
54,227.3,103.3,5.1,178
54,144.1,65.5,5.8,172
53,181.9,82.7,6.2,187
26,229.9,104.5,5.1,179
45,128.3,58.3,5.5,164
43,193.4,87.9,5.9,174
43,224.4,102,5.9,174
25,174.5,79.3,5.7,171
53,194.5,88.4,5.6,168
66,159.7,72.6,5.7,171
48,171.6,78,5.9,175
52,245.7,111.7,5.7,170
23,164.3,74.7,5.7,171
69,194.3,88.3,5.7,169
56,147.2,66.9,5.1,155
40,131.3,59.7,5.3,161
66,125.4,57,5.5,166
49,196.5,89.3,5.1,156
32,210.3,95.6,5.7,171
60,120.8,54.9,5.7,171
51,230.8,104.9,5.1,177
58,227.9,103.6,5.6,168
33,246.8,112.2,5.11,180
39,211,95.9,5.7,169
64,127.6,58,5.3,159
57,168.5,76.6,5.7,169
35,113.7,51.7,5.1,154
63,191.4,87,5.2,157
